,x0,x1,y,Predicted Label
0,-8.716099593442658,-1.0717700075014907,2.684534737046696,-1.5052433
1,-1.4793377521333122,1.0616925409466043,0.6822848619437759,-1.8603127
2,-9.95105654511097,-1.2852235423861265,9.49469697749568,-0.81316334
3,-0.20035687072495975,-0.11038839995624689,1.3839220375765144,1.9724869
4,-1.5920438871663822,0.13015072272843595,0.5149650477740919,-1.463984
5,-3.4133769721775242,-0.7268430319655672,-0.4621212204898629,1.3268434
6,10.201677569201284,-1.2030716411946603,-10.187185782964463,0.12295839
7,12.083897636584421,-0.37011720824204114,-16.423587422279194,-1.0566853
8,-8.53820918051949,-1.025315998386679,4.448413735013135,-1.0256323
9,-9.985965731011527,-2.164599444512958,10.618615469030988,-1.429897
10,8.348589825895635,-1.2936113630885109,-2.7134123532945136,2.337255
11,0.27060716472613694,0.6547587154685189,-0.046907724970010195,-1.1913291
12,3.114620451479873,0.10912849322054016,-0.10561770111539484,-0.44165018
13,1.5527839231139862,-0.3260355824197343,-0.24088603035587997,-0.17906728
14,-3.2597192734905716,0.19662750774680168,0.38781503209523743,-3.2827857
15,-8.510984704095542,1.2532217706937887,6.986657043275185,-3.588035
16,-1.2279000437116527,1.5417803839124455,-0.024102551466535106,-0.3451809
17,-10.314421941319642,0.13975144043239016,10.96050871856125,0.3816912
18,-2.5810227283445095,0.22924864619606336,1.071094502471945,-0.9387783
19,6.864777864439587,0.8294929298428891,0.7957037038906433,1.8261143
20,11.588168019761284,-1.0581894970934977,-11.11445762313305,-1.5245672
21,1.1491575536105225,-0.01807963937150542,-0.2472099422156666,-1.0632216
22,-3.002168572274197,0.5027450314284635,0.0493347719253711,-1.4465872
23,-11.017618782689397,2.2304567887238385,11.855652925619372,-1.3006598
24,4.159168369866873,-1.2263232852475356,-0.5356604304000472,-3.734404
25,-8.486009549160698,-0.18511731945492726,4.6254171571697675,-0.5177499
26,9.659956139804125,0.49767914216933473,-9.309491335538276,-3.4089634
27,-9.760558015213286,1.2352748969549332,11.272665029748682,2.0167344
28,-9.106433480544677,-0.21449290488405906,7.193430686876571,-3.31397
29,6.600010629460632,0.057143383978179925,-0.02534942622921863,1.5288223
30,-9.499951647978337,0.5044453272526965,6.609483015357865,1.8868026
31,9.750510815008584,1.0704087187009446,-6.71616046282208,-1.2717657
32,1.4081382908583313,0.6127085929834609,-0.33883123285116956,-1.377427
33,1.3363548069295645,-0.6921509248299059,0.1211849476201418,-2.7166767
34,4.552909528536987,-0.5469392083423191,-0.06752062917100289,-1.0321167
35,0.44573961250196675,-0.6064662884321111,-0.5418480792368874,-1.9925264
36,-1.5043464073174753,0.0093302744492799,0.871768055811496,2.3665357
37,-0.08162978558137007,-0.2584410405843235,0.6962629426610295,0.8440187
38,9.703639815361829,1.5817876278668945,-10.205781177933448,2.2407079
39,1.0360447807804223,-0.028788897237331957,-0.4032757948644161,-0.8256856
40,-10.234633924403589,0.2050325576461261,15.282956218422344,2.223002
41,-8.821946025440516,0.15123191443962625,3.334072322556053,-1.5017748
42,-0.7537772853751865,-0.46689608835426427,0.27382204860264664,-1.6620419
43,-11.604479776300828,-0.32063476166093857,10.192820813212872,0.74017644
