,x,y,z,t,True Class Label
0,-1.7540603767814378,0.7705815805334109,0.3313073777543609,-1.5947519052717025,0
1,-0.9149243788779287,1.5828899086360444,-0.9760261731269104,3.524639203141762,0
2,-2.7361387048052803,3.5629673211968056,-1.4350377295728376,0.28313520341096543,0
3,-2.56861746606259,0.5894337855668262,-3.6454327998644867,1.9279405394411262,0
4,-2.3193503084461655,-1.1717347147583927,-0.7669101593695364,2.614640434819718,0
5,-3.211957078500485,0.8295176904150996,-1.353092532416223,2.6330175992687366,0
6,-0.7186896070174685,1.4716761932992055,0.040819541847277874,0.5532657348977994,0
7,-1.5386586332948564,0.7931032766315926,-0.806892143563312,2.3812388885726357,0
8,-2.3612828710716514,1.200232550222669,-2.064664149668327,0.4808325882564607,0
9,0.06575150981346445,1.8781953632416943,-0.9934668198237775,3.7982270087483245,0
10,-0.610634120564377,0.2281080724281186,-2.2100887779014604,1.0176341556502684,0
11,1.3756828354337665,1.9458046375425497,-1.2250354274756918,-0.49717568047367666,0
12,-0.8583929507363288,0.6774711289692228,0.1654953519939073,1.6342209679891728,0
13,-0.9704254418155756,-0.5781664083384797,0.07515851079547442,-0.5983505024821274,0
14,1.416341987212308,1.0561100303805986,-1.3687884601353237,-2.1567107985659195,0
15,-1.708163930561945,-0.43231929113819745,-1.08340910231014,1.8761363978168104,0
16,-0.731287929193078,1.503759215037424,-1.0092434681361628,-0.23652827251417952,0
17,-4.182429501655791,0.6153775416351017,-1.285614312477306,0.4184025296810209,0
18,-0.27216958607690867,3.097296250755712,0.10025447158751732,2.1975255976584114,0
19,-1.1593480940024754,0.20182218383262707,-0.8511712552092173,1.200298698092229,0
20,0.7940513322909961,-0.10042761459451244,-2.0393238422611617,1.5951933114053438,0
21,-3.0798156725888512,3.0212002157647864,-1.316962694290754,1.5180238022511365,0
22,-1.7893302761612722,-0.9114991865057556,-0.9964793204657174,-0.24190510772114315,0
23,-0.2702457722920991,-0.05740483875813074,-2.8257482366740563,0.8449726431416162,0
24,-1.0440317783770257,1.398583762128672,0.05076329215953446,1.940258508883307,0
25,0.705821438701669,2.607097610472005,0.6081804680156708,-0.26404743160897826,0
26,-0.6855800648314545,0.05965446946882591,-1.7706287997716654,0.3694071913454128,0
27,-1.0388684199901768,1.0406236784876217,-0.5856005504047899,-0.08835164164601061,0
28,-0.6189872900144763,0.6782590398540185,-0.018439470466781516,4.314635144794093,0
29,-1.168737428855191,2.513812963833556,-1.219565879411451,-1.108886566726183,0
30,-4.613919903359066,3.3260471031492655,0.7465023814633189,-0.5379608182062643,0
31,-4.343861472091995,1.3198762106623962,-1.3640359578456138,-0.007241522202192874,0
32,1.0631458108112453,2.1156898942011173,-0.4179286821849074,2.101308295126047,0
