,x,y,Label,Predicted Label
0,4.288466040450967,-4.079451671074087,1.0,1.0
1,-11.370426329336304,-1.0808806258567367,1.0,1.0
2,-3.1053292935166463,3.7893133130213137,1.0,1.0
3,0.03707259983496737,0.09929739262043895,0.0,0.0
4,-0.6938510728434479,-0.6275291354775276,0.0,0.0
5,0.9742694578175469,1.2042120048040974,0.0,0.0
6,0.026395278926327103,0.042282577521280326,0.0,0.0
7,-1.69308635579214,3.259572319817452,1.0,0.0
8,-0.39208351020742926,-0.10748406888724038,0.0,0.0
9,9.476881167199664,-10.118644704904511,1.0,1.0
10,-1.6386966323524645,7.084732472619988,0.0,1.0
11,-0.5210676806365989,6.851326196543874,1.0,1.0
12,0.12851846898802413,-0.08899441531955155,0.0,0.0
13,-3.3416908749421834,7.149610466769871,1.0,1.0
14,0.07138530601147755,-0.07124253495041355,0.0,0.0
15,-0.9345270531521064,0.03333774412940353,0.0,0.0
16,-0.0900483537716318,-0.054399239078777535,0.0,0.0
17,-4.435253484283475,3.2279361270854667,1.0,1.0
18,0.8001213232947518,0.01104621092841668,0.0,0.0
19,-0.03899332222338251,-4.198232591946638,0.0,1.0
20,-0.6795776092199138,0.892874097990164,0.0,0.0
21,-1.714540623962268,7.610979459581872,1.0,1.0
22,1.1359931937784238,-0.3869573011321179,0.0,0.0
23,0.013089686990578407,0.05707281170075639,0.0,0.0
24,12.556782914251665,3.061009458257183,1.0,1.0
25,0.846666916866498,7.0384129442702035,1.0,1.0
26,-3.7705876754533114,7.5611165943680785,1.0,1.0
27,-0.13658775115886865,-0.15031130131959186,0.0,0.0
28,6.691726130007318,12.92522905456939,1.0,1.0
29,-0.5057294218082037,0.30316174871991963,0.0,0.0
30,0.6166723579758217,0.5152504169166928,0.0,0.0
31,4.710593239593992,6.753687817323972,1.0,1.0
32,2.75041906621536,4.440329034657212,1.0,1.0
33,2.544486637171552,9.56345598773885,1.0,1.0
34,0.05707286689967839,-0.8697092513160734,0.0,0.0
35,-1.6419325145862285,6.892588319721846,1.0,1.0
36,8.899144711759277,-3.403777756605563,1.0,1.0
37,-5.269439626094074,-7.418667849322666,1.0,1.0
38,-4.691058537706828,0.1535356394559296,1.0,1.0
